abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
1.054167,-0.180023,-0.046036,493.720589,493.720624,0.032373,-0.277992,0.649568,0.152298,520.952825,0.185861,0.737755,-9.993765,10.022683,0.000000,0.000000,-0.161592,-0.687370,-9.629994
1.054583,-0.179959,-0.045654,494.668351,494.668386,0.032178,-0.279023,0.649640,0.152315,521.158740,0.105846,0.657361,-9.989035,10.011201,0.000000,0.000000,-0.161644,-0.687650,-9.634080
1.055000,-0.139879,-0.005605,492.774310,492.774330,0.032164,-0.280548,0.649707,0.152311,521.364260,0.145696,0.657276,-8.888213,8.913673,0.000000,0.000000,-0.161710,-0.687921,-9.637838
1.055417,-0.220167,0.115304,493.719125,493.719187,0.032377,-0.278234,0.649804,0.152272,521.569976,0.265875,0.617333,-8.572924,8.599234,0.000000,0.000000,-0.161807,-0.688181,-9.641476
1.055833,-0.380807,0.115304,494.668352,494.668512,0.031797,-0.278369,0.649957,0.152243,521.775956,0.185798,0.617249,-9.202188,9.224737,0.000000,0.000000,-0.161901,-0.688441,-9.645277
1.056250,-0.461349,-0.166564,493.718632,493.718875,0.032136,-0.279771,0.650135,0.152288,521.981717,0.345827,0.657488,-9.354930,9.384381,0.000000,0.000000,-0.162020,-0.688704,-9.649143
1.056667,-0.340600,-0.085957,493.405339,493.405464,0.032411,-0.279061,0.650288,0.152323,522.187291,0.145885,0.536897,-9.042922,9.060021,0.000000,0.000000,-0.162084,-0.688930,-9.653031
1.057083,-0.380807,-0.005605,492.931452,492.931599,0.032514,-0.279226,0.650419,0.152328,522.392767,-0.014208,0.456503,-10.464218,10.474181,0.000000,0.000000,-0.162089,-0.689137,-9.657204
1.057500,-0.019320,0.034825,493.719621,493.719622,0.031820,-0.278895,0.650463,0.152317,522.598407,-0.014019,0.617291,-9.199103,9.219801,0.000000,0.000000,-0.162111,-0.689377,-9.661224
1.057917,-0.180150,0.034825,493.404352,493.404386,0.032260,-0.279298,0.650527,0.152305,522.804112,0.385740,0.536897,-10.621716,10.642270,0.000000,0.000000,-0.162222,-0.689621,-9.665409
1.058333,-0.180086,-0.005478,494.826474,494.826507,0.031698,-0.278155,0.650600,0.152302,523.010136,0.065681,0.737797,-8.576194,8.608122,0.000000,0.000000,-0.162271,-0.689906,-9.669146
1.058750,-0.139815,0.034698,494.036350,494.036371,0.032080,-0.278493,0.650652,0.152298,523.216095,0.065807,0.617249,-8.888855,8.910503,0.000000,0.000000,-0.162313,-0.690185,-9.672839
1.059167,-0.019192,-0.085830,494.825002,494.825010,0.031413,-0.277924,0.650685,0.152323,523.422096,0.265875,0.818149,-9.042914,9.083741,0.000000,0.000000,-0.162396,-0.690504,-9.676629
1.059583,-0.260248,-0.045781,493.089566,493.089637,0.031752,-0.279691,0.650763,0.152328,523.627726,0.065744,0.697473,-9.520379,9.546120,0.000000,0.000000,-0.162434,-0.690806,-9.680530
1.060000,-0.059590,0.195910,493.879699,493.879741,0.032283,-0.278263,0.650805,0.152283,523.833618,0.025642,0.737755,-9.045693,9.075765,0.000000,0.000000,-0.162453,-0.691105,-9.684353
1.060417,-0.099544,-0.085830,496.247123,496.247140,0.032735,-0.277242,0.650852,0.152277,524.040136,0.105720,0.657488,-9.353795,9.377470,0.000000,0.000000,-0.162489,-0.691376,-9.688262
1.060833,-0.220167,0.236341,494.984091,494.984196,0.032027,-0.277981,0.650930,0.152231,524.246412,0.065744,0.536897,-9.830597,9.845467,0.000000,0.000000,-0.162533,-0.691625,-9.692216
1.061250,-0.139688,-0.206484,494.193978,494.194041,0.032406,-0.278715,0.650985,0.152256,524.452414,0.265812,0.777994,-8.259960,8.300775,0.000000,0.000000,-0.162630,-0.691921,-9.695799
1.061667,-0.019192,0.235960,494.667863,494.667920,0.032563,-0.278607,0.651018,0.152199,524.658405,0.265623,0.617164,-8.728793,8.754614,0.000000,0.000000,-0.162716,-0.692189,-9.699470
1.062083,-0.260311,0.074747,493.406301,493.406375,0.032134,-0.279525,0.651101,0.152163,524.864134,-0.094285,0.617206,-9.674589,9.694715,0.000000,0.000000,-0.162701,-0.692455,-9.703446
1.062500,-0.139752,-0.005351,494.194467,494.194486,0.032271,-0.278736,0.651168,0.152157,525.070015,-0.094159,0.737713,-9.833539,9.861621,0.000000,0.000000,-0.162676,-0.692776,-9.707499
1.062917,-0.139879,0.034825,494.510708,494.510729,0.032117,-0.278785,0.651237,0.152150,525.276039,0.105909,1.059035,-9.355082,9.415430,0.000000,0.000000,-0.162717,-0.693162,-9.711464
1.063333,-0.300456,-0.045654,494.509247,494.509340,0.032267,-0.277884,0.651332,0.152147,525.482052,0.265812,0.577179,-9.836310,9.856814,0.000000,0.000000,-0.162806,-0.693452,-9.715452
1.063750,-0.019192,0.196038,494.035865,494.035904,0.031665,-0.278510,0.651359,0.152099,525.687955,0.105783,0.818191,-8.728793,8.767693,0.000000,0.000000,-0.162864,-0.693763,-9.719166
1.064167,-0.019382,-0.046036,494.352587,494.352589,0.031779,-0.278306,0.651381,0.152107,525.893870,0.145759,0.617291,-8.728944,8.751957,0.000000,0.000000,-0.162930,-0.694042,-9.722825
1.064583,-0.220103,-0.126260,493.722557,493.722622,0.031976,-0.279548,0.651454,0.152126,526.099664,0.265686,0.737882,-9.046495,9.080426,0.000000,0.000000,-0.163024,-0.694327,-9.726714
1.065000,-0.139815,0.276135,494.193002,494.193099,0.032405,-0.278319,0.651526,0.152033,526.305512,0.145822,0.536939,-11.086296,11.100249,0.000000,0.000000,-0.163113,-0.694579,-9.731061
1.065417,-0.260501,0.356359,493.721572,493.721769,0.032247,-0.278257,0.651607,0.151896,526.511284,0.425842,0.737882,-9.202682,9.242032,0.000000,0.000000,-0.163251,-0.694875,-9.734938
1.065833,0.020825,0.276262,494.033401,494.033479,0.031660,-0.277848,0.651642,0.151795,526.717121,0.145759,0.777910,-7.939632,7.978982,0.000000,0.000000,-0.163326,-0.695185,-9.738367
1.066250,-0.340726,-0.005605,494.193974,494.194092,0.032159,-0.279183,0.651759,0.151772,526.923067,0.065744,0.617333,-8.418245,8.441106,0.000000,0.000000,-0.163367,-0.695465,-9.741896
1.066667,-0.340726,0.074364,494.825475,494.825598,0.031581,-0.277940,0.651885,0.151744,527.129124,0.185735,0.778037,-9.199905,9.234614,0.000000,0.000000,-0.163442,-0.695778,-9.745784
1.067083,-0.099544,0.115050,493.721567,493.721591,0.031828,-0.278455,0.651929,0.151693,527.334962,0.265749,0.778037,-10.776723,10.808040,0.000000,0.000000,-0.163547,-0.696108,-9.750012
1.067500,0.101367,0.196165,494.353564,494.353614,0.031901,-0.279002,0.651909,0.151634,527.540921,0.265623,0.858346,-8.568221,8.615203,0.000000,0.000000,-0.163660,-0.696443,-9.753856
1.067917,-0.019192,-0.045654,494.667364,494.667367,0.031758,-0.277905,0.651920,0.151616,527.746999,0.305788,0.617206,-10.303822,10.326819,0.000000,0.000000,-0.163774,-0.696708,-9.758018
1.068333,-0.179896,0.236341,494.508743,494.508832,0.032120,-0.277913,0.651981,0.151540,527.953078,0.145822,0.496700,-10.150423,10.163614,0.000000,0.000000,-0.163843,-0.696932,-9.762192
1.068750,-0.139879,0.195656,494.825980,494.826039,0.032497,-0.277509,0.652039,0.151439,528.159244,0.105594,0.617206,-9.205128,9.226401,0.000000,0.000000,-0.163898,-0.697195,-9.766060
1.069167,-0.099607,0.437475,494.985081,494.985284,0.032148,-0.277332,0.652081,0.151299,528.365356,0.225899,0.817980,-8.729118,8.770269,0.000000,0.000000,-0.163956,-0.697508,-9.769763
1.069583,-0.059464,0.074874,493.247696,493.247705,0.031787,-0.279278,0.652105,0.151237,528.571128,-0.174300,0.617249,-9.198432,9.220767,0.000000,0.000000,-0.163928,-0.697779,-9.773519
1.070000,-0.019256,0.155608,495.142227,495.142252,0.031661,-0.277772,0.652116,0.151183,528.777240,0.065807,0.617206,-8.568221,8.590674,0.000000,0.000000,-0.163941,-0.698036,-9.777177
1.070417,-0.019382,0.075129,494.195456,494.195462,0.031588,-0.278966,0.652144,0.151135,528.983199,0.105657,0.617333,-9.201045,9.222336,0.000000,0.000000,-0.163983,-0.698296,-9.780978
1.070833,-0.300582,0.236086,493.879694,493.879842,0.031906,-0.278490,0.652249,0.151051,529.189080,0.105720,0.657361,-9.362102,9.385747,0.000000,0.000000,-0.164043,-0.698562,-9.784857
1.071250,-0.300456,0.195656,494.980679,494.980808,0.031768,-0.277755,0.652391,0.150972,529.395257,0.346016,0.577136,-9.206432,9.230991,0.000000,0.000000,-0.164151,-0.698824,-9.788682
1.071667,-0.541511,0.115177,495.140254,495.140564,0.031984,-0.277769,0.652570,0.150919,529.601609,0.065870,0.817980,-8.888379,8.926181,0.000000,0.000000,-0.164209,-0.699137,-9.792407
1.072083,-0.099735,0.115177,495.930871,495.930894,0.031820,-0.277660,0.652653,0.150873,529.808115,0.225836,0.657361,-8.889540,8.916672,0.000000,0.000000,-0.164287,-0.699439,-9.796078
1.072500,-0.260438,0.074747,494.825987,494.826061,0.032108,-0.277718,0.652736,0.150834,530.014402,0.145822,0.898416,-8.415816,8.464891,0.000000,0.000000,-0.164342,-0.699788,-9.799705
1.072917,-0.059273,0.155480,495.298870,495.298898,0.031722,-0.277126,0.652786,0.150786,530.220700,-0.014396,0.777867,-9.672324,9.703563,0.000000,0.000000,-0.164353,-0.700104,-9.803583
1.073333,-0.220103,-0.005478,494.667356,494.667405,0.031913,-0.277687,0.652856,0.150766,530.426899,0.065933,0.536897,-8.729135,8.745879,0.000000,0.000000,-0.164372,-0.700339,-9.807362
1.073750,-0.059400,0.155480,495.298881,495.298909,0.031320,-0.277348,0.652911,0.150715,530.633197,0.025642,0.456545,-9.829138,9.839769,0.000000,0.000000,-0.164394,-0.700540,-9.811305
1.074167,-0.340663,0.115304,494.827456,494.827586,0.032117,-0.278392,0.653019,0.150661,530.839342,0.145948,0.536855,-8.731739,8.749444,0.000000,0.000000,-0.164446,-0.700770,-9.815106
1.074583,-0.139752,0.155608,493.878719,493.878764,0.032023,-0.278707,0.653108,0.150599,531.045268,0.145822,0.697600,-9.988238,10.013631,0.000000,0.000000,-0.164501,-0.701041,-9.819137
1.075000,-0.380744,0.155353,494.983607,494.983778,0.032044,-0.278196,0.653245,0.150521,531.251434,0.065807,0.577009,-9.363721,9.381713,0.000000,0.000000,-0.164532,-0.701306,-9.823115
1.075417,-0.300456,0.356614,494.986048,494.986267,0.031500,-0.277991,0.653362,0.150378,531.457579,0.025894,0.818022,-9.834522,9.868519,0.000000,0.000000,-0.164545,-0.701619,-9.827125
1.075833,-0.099671,0.477651,493.561971,493.562212,0.032711,-0.278026,0.653428,0.150207,531.663373,0.025705,0.657361,-9.043581,9.067477,0.000000,0.000000,-0.164564,-0.701910,-9.830992
1.076250,-0.260438,0.195147,494.194967,494.195074,0.032149,-0.277862,0.653534,0.150120,531.869167,0.145822,0.737755,-9.671026,9.700221,0.000000,0.000000,-0.164619,-0.702220,-9.834978
1.076667,-0.380807,-0.005351,493.089570,493.089717,0.032301,-0.278800,0.653676,0.150113,532.074840,0.185735,0.858431,-9.672974,9.712766,0.000000,0.000000,-0.164686,-0.702553,-9.839009
1.077083,-0.260311,-0.085830,495.140756,495.140832,0.031955,-0.278864,0.653795,0.150138,532.280963,0.065681,0.617249,-9.680783,9.700663,0.000000,0.000000,-0.164733,-0.702821,-9.842987
1.077500,-0.300392,-0.005605,494.510711,494.510802,0.031866,-0.278780,0.653904,0.150124,532.487020,0.225773,0.536855,-8.889054,8.908113,0.000000,0.000000,-0.164807,-0.703073,-9.846723
1.077917,-0.099735,0.316184,494.036841,494.036953,0.031942,-0.278522,0.653959,0.150028,532.692934,0.105657,0.858304,-8.570499,8.614018,0.000000,0.000000,-0.164857,-0.703400,-9.850339
1.078333,-0.099735,0.115559,494.509231,494.509254,0.031710,-0.278346,0.654004,0.149960,532.898958,0.065870,0.737670,-8.887235,8.918040,0.000000,0.000000,-0.164881,-0.703724,-9.854151
1.078750,-0.139752,0.195401,494.667855,494.667914,0.032442,-0.278826,0.654054,0.149885,533.104993,-0.014271,0.858346,-10.780318,10.814445,0.000000,0.000000,-0.164889,-0.704067,-9.858391
1.079167,-0.059464,0.195529,493.723527,493.723569,0.031958,-0.278686,0.654084,0.149795,533.310820,0.105657,0.777910,-9.043407,9.077418,0.000000,0.000000,-0.164922,-0.704408,-9.862302
1.079583,-0.059464,0.316438,494.351130,494.351235,0.031783,-0.278121,0.654109,0.149674,533.516789,0.065807,0.938698,-9.361768,9.408941,0.000000,0.000000,-0.164944,-0.704763,-9.866180
1.080000,-0.059400,0.276262,494.826468,494.826549,0.031954,-0.278632,0.654142,0.149556,533.722879,-0.054184,0.577221,-9.359004,9.376944,0.000000,0.000000,-0.164949,-0.705040,-9.870135
1.080417,-0.179959,0.276262,494.038320,494.038430,0.031950,-0.278294,0.654194,0.149444,533.928827,0.225899,0.737713,-10.147334,10.176622,0.000000,0.000000,-0.165018,-0.705319,-9.874253
1.080833,0.021079,0.235832,494.667374,494.667430,0.032290,-0.277936,0.654208,0.149320,534.134949,0.145822,0.496573,-9.357057,9.371359,0.000000,0.000000,-0.165090,-0.705557,-9.878273
1.081250,-0.099735,0.557748,495.456505,495.456829,0.032051,-0.278308,0.654250,0.149130,534.341181,0.225962,0.697643,-10.307581,10.333634,0.000000,0.000000,-0.165176,-0.705825,-9.882424
1.081667,-0.220103,0.276135,493.247201,493.247327,0.032610,-0.278629,0.654336,0.149007,534.546997,0.185861,0.576967,-9.198775,9.218725,0.000000,0.000000,-0.165248,-0.706060,-9.886324
1.082083,-0.260438,0.115177,495.300343,495.300424,0.032280,-0.278684,0.654433,0.148939,534.753164,0.065933,0.376151,-9.045837,9.053894,0.000000,0.000000,-0.165289,-0.706253,-9.890114
1.082500,-0.139625,0.236341,494.351620,494.351696,0.032461,-0.277667,0.654497,0.148841,534.959187,0.145822,0.697558,-9.201382,9.228937,0.000000,0.000000,-0.165358,-0.706524,-9.893981
1.082917,-0.099735,0.356614,494.036350,494.036489,0.032076,-0.278527,0.654544,0.148703,535.165113,0.345890,0.737628,-9.832395,9.866089,0.000000,0.000000,-0.165469,-0.706834,-9.897925
1.083333,-0.139688,0.316566,494.827450,494.827571,0.032095,-0.277520,0.654602,0.148574,535.371170,0.065807,0.818107,-8.259653,8.300331,0.000000,0.000000,-0.165544,-0.707167,-9.901607
1.083750,-0.180023,0.235832,493.879210,493.879299,0.032833,-0.278941,0.654669,0.148467,535.577096,0.465943,0.777952,-10.147819,10.188255,0.000000,0.000000,-0.165674,-0.707477,-9.905649
1.084167,-0.099607,0.276135,494.983618,494.983705,0.031881,-0.277985,0.654713,0.148361,535.783196,-0.054246,0.536897,-9.358853,9.374398,0.000000,0.000000,-0.165704,-0.707726,-9.909637
1.084583,-0.059400,0.195910,494.035863,494.035905,0.032206,-0.278511,0.654746,0.148279,535.989253,0.185861,0.657488,-9.838916,9.862612,0.000000,0.000000,-0.165771,-0.707997,-9.913680
1.085000,-0.140006,0.114795,496.090466,496.090500,0.031613,-0.277014,0.654793,0.148220,536.195749,0.265686,0.737713,-9.513546,9.545804,0.000000,0.000000,-0.165876,-0.708291,-9.917656
1.085417,-0.059464,0.195910,495.142213,495.142255,0.031933,-0.277776,0.654827,0.148152,536.402080,0.265812,0.617249,-9.357543,9.381645,0.000000,0.000000,-0.165989,-0.708570,-9.921534
1.085833,-0.099798,0.074874,494.510229,494.510245,0.031978,-0.277895,0.654879,0.148107,536.608159,0.305788,0.818191,-8.890336,8.933141,0.000000,0.000000,-0.166092,-0.708883,-9.925336
1.086250,-0.300582,0.155735,494.351612,494.351728,0.031943,-0.278552,0.654968,0.148045,536.814161,-0.014208,0.617206,-9.831091,9.850457,0.000000,0.000000,-0.166119,-0.709160,-9.929410
1.086667,0.021079,0.195784,494.510232,494.510271,0.032502,-0.278803,0.654990,0.147964,537.020174,0.145885,0.697558,-10.462447,10.486690,0.000000,0.000000,-0.166161,-0.709436,-9.933737
1.087083,-0.099417,0.235960,494.196437,494.196503,0.032669,-0.278090,0.655018,0.147874,537.226122,0.025831,0.577094,-10.619580,10.635280,0.000000,0.000000,-0.166180,-0.709694,-9.938041
1.087500,-0.019256,0.155480,494.351620,494.351645,0.032449,-0.277659,0.655026,0.147795,537.432080,0.025768,0.697685,-9.046336,9.073236,0.000000,0.000000,-0.166213,-0.709976,-9.942029
1.087917,0.060905,0.276517,494.197411,494.197492,0.032249,-0.277869,0.655017,0.147691,537.638083,0.345827,0.697558,-10.618133,10.646640,0.000000,0.000000,-0.166337,-0.710261,-9.946311
1.088333,-0.099735,0.236086,495.299855,495.299922,0.032397,-0.278698,0.655047,0.147587,537.844315,0.385803,0.617333,-10.144917,10.171002,0.000000,0.000000,-0.166484,-0.710527,-9.950484
1.088750,-0.099925,0.276262,494.351607,494.351695,0.031787,-0.278340,0.655072,0.147480,538.050416,0.225836,0.657488,-8.890817,8.917955,0.000000,0.000000,-0.166575,-0.710809,-9.954418
1.089167,0.141384,0.195401,495.143208,495.143266,0.032179,-0.277330,0.655044,0.147404,538.256693,0.025768,0.818064,-10.934381,10.964970,0.000000,0.000000,-0.166614,-0.711136,-9.958602
1.089583,-0.059337,0.034571,495.458457,495.458462,0.032048,-0.278698,0.655038,0.147362,538.463079,0.225711,0.777867,-7.625851,7.668743,0.000000,0.000000,-0.166675,-0.711463,-9.962173
1.090000,0.181592,0.276517,494.983113,494.983224,0.032120,-0.278656,0.654988,0.147263,538.669322,-0.054246,0.777952,-9.987120,10.017521,0.000000,0.000000,-0.166691,-0.711773,-9.966204
1.090417,0.061096,0.276644,494.510228,494.510309,0.032364,-0.278588,0.654951,0.147151,538.875335,0.225836,0.577179,-10.462923,10.481264,0.000000,0.000000,-0.166757,-0.712030,-9.970442
1.090833,0.101240,0.235832,493.561975,493.562041,0.032287,-0.278671,0.654923,0.147053,539.081117,0.105783,0.617249,-9.201191,9.222478,0.000000,0.000000,-0.166818,-0.712279,-9.974353
1.091250,-0.059337,0.195910,494.510223,494.510266,0.032510,-0.277909,0.654945,0.146968,539.287152,0.225836,0.536982,-9.049102,9.067833,0.000000,0.000000,-0.166912,-0.712522,-9.978112
1.091667,-0.179896,0.195656,495.297887,495.297958,0.032405,-0.278248,0.655022,0.146887,539.493417,0.345890,0.737797,-8.728801,8.766753,0.000000,0.000000,-0.167031,-0.712816,-9.981750
1.092083,-0.340663,0.195529,494.510217,494.510373,0.032272,-0.278803,0.655142,0.146797,539.699550,0.105846,0.737797,-8.417095,8.450031,0.000000,0.000000,-0.167120,-0.713118,-9.985344
1.092500,-0.179705,0.316693,494.984091,494.984225,0.032290,-0.277544,0.655228,0.146682,539.905827,0.505982,0.657403,-9.358187,9.394885,0.000000,0.000000,-0.167281,-0.713389,-9.989277
1.092917,-0.179896,0.195656,495.934300,495.934372,0.031694,-0.277221,0.655289,0.146595,540.112334,0.185798,0.536812,-10.780819,10.795775,0.000000,0.000000,-0.167383,-0.713626,-9.993462
1.093333,0.020825,0.155735,494.983109,494.983133,0.032002,-0.278420,0.655308,0.146530,540.318643,0.225773,0.617249,-7.787385,7.815071,0.000000,0.000000,-0.167469,-0.713875,-9.996892
1.093750,-0.180023,0.115177,494.982625,494.982671,0.032291,-0.278193,0.655369,0.146468,540.524875,0.145696,0.577052,-7.469672,7.493345,0.000000,0.000000,-0.167529,-0.714113,-10.000114
1.094167,-0.180023,0.276390,494.825487,494.825597,0.031565,-0.278408,0.655442,0.146369,540.731085,0.065744,0.496700,-8.728300,8.742669,0.000000,0.000000,-0.167562,-0.714348,-10.003675
1.094583,-0.139815,0.195910,495.140261,495.140319,0.031941,-0.277331,0.655508,0.146271,540.937394,0.065870,0.818191,-8.888712,8.926532,0.000000,0.000000,-0.167604,-0.714641,-10.007378
1.095000,-0.220167,0.356741,495.456996,495.457173,0.032197,-0.277841,0.655580,0.146150,541.143801,0.265875,0.456503,-9.042429,9.057848,0.000000,0.000000,-0.167706,-0.714870,-10.011179
1.095417,-0.019065,0.115559,495.300339,495.300353,0.032388,-0.278461,0.655622,0.146074,541.350165,0.345827,0.657446,-9.676231,9.704704,0.000000,0.000000,-0.167834,-0.715130,-10.015068
1.095833,-0.300582,0.276262,494.984594,494.984763,0.032437,-0.277540,0.655702,0.145970,541.556453,0.185672,0.657446,-8.251168,8.279401,0.000000,0.000000,-0.167919,-0.715399,-10.018704
1.096250,0.061096,0.275880,495.299375,495.299455,0.032111,-0.277139,0.655716,0.145858,541.762762,0.145759,0.577094,-9.675581,9.693871,0.000000,0.000000,-0.167977,-0.715653,-10.022592
1.096667,-0.139815,0.236086,494.668829,494.668905,0.032441,-0.277489,0.655766,0.145760,541.969038,0.065807,0.697558,-9.040332,9.067443,0.000000,0.000000,-0.168024,-0.715919,-10.026436
1.097083,-0.220103,0.195910,496.405732,496.405820,0.031334,-0.277291,0.655838,0.145678,542.175676,0.265938,0.456503,-9.517296,9.531948,0.000000,0.000000,-0.168113,-0.716140,-10.030380
1.097500,-0.019256,0.155353,495.300352,495.300377,0.031585,-0.278910,0.655860,0.145608,542.382095,0.145885,0.657446,-9.675586,9.698994,0.000000,0.000000,-0.168171,-0.716408,-10.034389
1.097917,-0.019192,0.195784,494.825496,494.825535,0.031949,-0.278178,0.655865,0.145518,542.588349,-0.014145,0.777741,-9.518750,9.550481,0.000000,0.000000,-0.168184,-0.716707,-10.038322
1.098333,0.020952,0.356741,495.456501,495.456630,0.032440,-0.277619,0.655859,0.145389,542.794669,0.105846,0.536939,-8.884813,8.901652,0.000000,0.000000,-0.168220,-0.716953,-10.042101
